Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.commons.io.comparator.ComparatorAbstractTestCase,66.0,10.0,27.0,7.0,2.0,17.0,0.5555555555555556,0.5,8.0,10.0,6.0,
org.apache.commons.io.comparator.CompositeFileComparatorTest,42.0,5.0,18.0,8.0,3.0,13.0,0.0,0.0,0.0,5.0,0.0,
org.apache.commons.io.comparator.DefaultFileComparatorTest,15.0,2.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,
org.apache.commons.io.comparator.DirectoryFileComparatorTest,22.0,4.0,7.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,
org.apache.commons.io.comparator.ExtensionFileComparatorTest,27.0,3.0,10.0,5.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,
org.apache.commons.io.comparator.LastModifiedFileComparatorTest,36.0,2.0,14.0,3.0,3.0,12.0,0.0,0.0,0.0,6.0,0.0,
org.apache.commons.io.comparator.NameFileComparatorTest,27.0,3.0,10.0,5.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,
org.apache.commons.io.comparator.PathFileComparatorTest,27.0,3.0,10.0,5.0,3.0,7.0,0.0,0.0,0.0,3.0,0.0,
org.apache.commons.io.comparator.SizeFileComparatorTest,40.0,4.0,18.0,3.0,3.0,14.0,0.8333333333333334,0.625,0.0,4.0,4.0,
org.apache.commons.io.DemuxTestCase,177.0,9.0,40.0,13.0,1.0,31.0,0.8636363636363636,0.7676767676767677,0.0,11.0,11.0,
org.apache.commons.io.DemuxTestCase.ReaderThread,39.0,3.0,12.0,5.0,1.0,9.0,0.5,0.33333333333333337,0.0,5.0,3.0,
org.apache.commons.io.DemuxTestCase.WriterThread,34.0,2.0,10.0,5.0,1.0,8.0,-0.0,0.0,0.0,4.0,3.0,
org.apache.commons.io.DirectoryWalkerTestCase,349.0,23.0,66.0,17.0,1.0,43.0,0.9522727272727273,0.9108695652173913,0.0,41.0,20.0,
org.apache.commons.io.DirectoryWalkerTestCase.TestFileFinder,25.0,5.0,10.0,8.0,1.0,6.0,0.0,0.0,2.0,5.0,0.0,
org.apache.commons.io.DirectoryWalkerTestCase.TestFalseFileFinder,9.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,
org.apache.commons.io.DirectoryWalkerTestCase.TestCancelWalker,35.0,5.0,14.0,9.0,1.0,9.0,0.625,0.5,0.0,10.0,2.0,
org.apache.commons.io.DirectoryWalkerTestCase.TestMultiThreadCancelWalker,43.0,6.0,15.0,9.0,1.0,9.0,0.55,0.45833333333333337,0.0,9.0,4.0,
org.apache.commons.io.DirectoryWalkerTestCase.TestFileFinderString,18.0,3.0,10.0,8.0,1.0,7.0,0.0,0.0,0.0,4.0,0.0,
org.apache.commons.io.DirectoryWalkerTestCaseJava4,323.0,21.0,64.0,16.0,1.0,43.0,0.9574999999999999,0.9119047619047619,0.0,38.0,20.0,
org.apache.commons.io.DirectoryWalkerTestCaseJava4.TestFileFinder,25.0,5.0,10.0,8.0,1.0,6.0,0.0,0.0,0.0,5.0,0.0,
org.apache.commons.io.DirectoryWalkerTestCaseJava4.TestFalseFileFinder,9.0,2.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,
org.apache.commons.io.DirectoryWalkerTestCaseJava4.TestCancelWalker,35.0,5.0,14.0,9.0,1.0,9.0,0.625,0.5,0.0,10.0,2.0,
org.apache.commons.io.DirectoryWalkerTestCaseJava4.TestMultiThreadCancelWalker,43.0,6.0,15.0,9.0,1.0,9.0,0.55,0.45833333333333337,0.0,9.0,4.0,
org.apache.commons.io.EndianUtilsTest,216.0,23.0,50.0,8.0,1.0,27.0,0.0,0.0,0.0,25.0,0.0,
org.apache.commons.io.FileCleaningTrackerTestCase,223.0,16.0,50.0,13.0,2.0,34.0,0.36666666666666664,0.34375,0.0,32.0,2.0,
org.apache.commons.io.FileDeleteStrategyTestCase,81.0,8.0,26.0,3.0,2.0,18.0,0.0,0.0,0.0,10.0,0.0,
org.apache.commons.io.filefilter.AndFileFilterTestCase,211.0,13.0,27.0,9.0,3.0,14.0,0.9404761904761906,0.8681318681318682,0.0,14.0,7.0,
org.apache.commons.io.filefilter.ConditionalFileFilterAbstractTestCase,121.0,17.0,59.0,11.0,2.0,42.0,0.8958333333333334,0.8431372549019608,2.0,22.0,6.0,
org.apache.commons.io.filefilter.FileFilterTestCase,963.0,51.0,160.0,26.0,2.0,109.0,0.98,0.9607843137254902,0.0,104.0,2.0,
org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase,107.0,9.0,22.0,7.0,1.0,13.0,0.0,0.0,1.0,18.0,0.0,
org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.TesterTrueFileFilter,22.0,5.0,5.0,3.0,3.0,1.0,0.75,0.6,0.0,5.0,1.0,
org.apache.commons.io.filefilter.IOFileFilterAbstractTestCase.TesterFalseFileFilter,22.0,5.0,5.0,3.0,3.0,1.0,0.75,0.6,0.0,5.0,1.0,
org.apache.commons.io.filefilter.OrFileFilterTestCase,211.0,13.0,27.0,9.0,3.0,14.0,0.9404761904761906,0.8681318681318682,0.0,14.0,7.0,
org.apache.commons.io.filefilter.RegexFileFilterTestCase,69.0,5.0,19.0,6.0,2.0,14.0,0.0,0.0,0.0,12.0,0.0,
org.apache.commons.io.FilenameUtilsTestCase,796.0,33.0,70.0,6.0,2.0,37.0,0.953125,0.9242424242424242,0.0,38.0,6.0,
org.apache.commons.io.FilenameUtilsWildcardTestCase,177.0,10.0,22.0,4.0,1.0,12.0,0.8888888888888888,0.8,0.0,13.0,1.0,
org.apache.commons.io.FileSystemUtilsTestCase,447.0,31.0,56.0,12.0,2.0,25.0,0.0,0.0,0.0,74.0,0.0,
org.apache.commons.io.FileSystemUtilsTestCase.MockFileSystemUtils,44.0,3.0,6.0,7.0,1.0,4.0,0.33333333333333326,0.2222222222222222,0.0,8.0,3.0,
org.apache.commons.io.FileUtilsCleanDirectoryTestCase,83.0,10.0,35.0,8.0,2.0,25.0,0.3333333333333333,0.30000000000000004,0.0,17.0,1.0,
org.apache.commons.io.FileUtilsCleanSymlinksTestCase,141.0,11.0,45.0,5.0,2.0,34.0,0.2,0.18181818181818177,0.0,18.0,1.0,
org.apache.commons.io.FileUtilsDirectoryContainsTestCase,112.0,13.0,30.0,3.0,2.0,17.0,0.7592592592592592,0.7008547008547008,0.0,16.0,9.0,
org.apache.commons.io.FileUtilsFileNewerTestCase,63.0,9.0,26.0,8.0,2.0,18.0,0.71875,0.6388888888888888,0.0,15.0,4.0,
org.apache.commons.io.FileUtilsListFilesTestCase,137.0,9.0,36.0,7.0,2.0,28.0,0.0,0.0,0.0,13.0,0.0,
