Class,LOC,NOM,RFC,CBO,DIT,MPC,LCOM5,LCOM2,NOC,CYCLO,DAC
org.apache.tools.ant.Project.AntRefTable,17.0,3.0,7.0,2.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,
org.apache.tools.ant.ProjectComponent,43.0,10.0,13.0,6.0,1.0,4.0,0.8888888888888888,0.8,32.0,12.0,3.0,
org.apache.tools.ant.ProjectHelper,198.0,28.0,72.0,24.0,0.0,46.0,1.0061728395061729,0.9702380952380952,3.0,48.0,12.0,
org.apache.tools.ant.ProjectHelper.OnMissingExtensionPoint,32.0,4.0,7.0,4.0,0.0,3.0,1.0,0.75,0.0,9.0,1.0,
org.apache.tools.ant.ProjectHelperRepository,202.0,12.0,49.0,20.0,0.0,39.0,0.948051948051948,0.8690476190476191,0.0,41.0,6.0,
org.apache.tools.ant.ProjectHelperRepository.ConstructingIterator,28.0,4.0,10.0,6.0,1.0,6.0,0.5,0.375,0.0,9.0,2.0,
org.apache.tools.ant.property.GetProperty,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,
org.apache.tools.ant.property.LocalProperties,46.0,11.0,16.0,7.0,2.0,5.0,0.0,0.0,0.0,12.0,0.0,
org.apache.tools.ant.property.LocalPropertyStack,58.0,8.0,22.0,8.0,0.0,14.0,0.2857142857142857,0.25,0.0,20.0,1.0,
org.apache.tools.ant.property.NullReturn,8.0,2.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,
org.apache.tools.ant.property.ParseNextProperty,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,
org.apache.tools.ant.property.ParseProperties,88.0,7.0,22.0,9.0,1.0,15.0,0.7222222222222223,0.6190476190476191,0.0,31.0,3.0,
org.apache.tools.ant.property.PropertyExpander,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,
org.apache.tools.ant.property.ResolvePropertyMap,53.0,5.0,17.0,10.0,1.0,14.0,0.6785714285714286,0.5428571428571429,0.0,9.0,7.0,
org.apache.tools.ant.PropertyHelper,429.0,46.0,111.0,26.0,1.0,75.0,0.9288888888888889,0.908695652173913,0.0,109.0,9.0,
org.apache.tools.ant.PropertyHelper.Delegate,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,
org.apache.tools.ant.PropertyHelper.PropertyEvaluator,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,
org.apache.tools.ant.PropertyHelper.PropertySetter,6.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,
org.apache.tools.ant.RuntimeConfigurable,184.0,24.0,71.0,24.0,1.0,49.0,0.9202898550724639,0.8819444444444444,0.0,56.0,15.0,
org.apache.tools.ant.SubBuildListener,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,2.0,0.0,
org.apache.tools.ant.Target,192.0,29.0,69.0,19.0,1.0,42.0,0.8794642857142857,0.8491379310344828,1.0,48.0,8.0,
org.apache.tools.ant.Task,171.0,29.0,70.0,12.0,2.0,44.0,0.9107142857142857,0.8793103448275862,143.0,47.0,6.0,
org.apache.tools.ant.TaskAdapter,74.0,7.0,21.0,8.0,3.0,15.0,0.5,0.4285714285714286,0.0,24.0,1.0,
org.apache.tools.ant.TaskConfigurationChecker,31.0,4.0,16.0,6.0,0.0,12.0,0.5,0.375,0.0,8.0,2.0,
org.apache.tools.ant.TaskContainer,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,
org.apache.tools.ant.taskdefs.AbstractCvsTask,395.0,45.0,119.0,23.0,3.0,76.0,0.9690909090909091,0.9475555555555556,4.0,103.0,25.0,
org.apache.tools.ant.taskdefs.AbstractCvsTask.Module,9.0,2.0,2.0,1.0,0.0,0.0,-0.0,0.0,0.0,2.0,1.0,
